data/ratedate,data/currency,data/buyingrate,data/centralrate,data/sellingrate
9/30/2021,SOUTH AFRICAN RAND,26.9939,27.0268,27.0598
9/30/2021,DANISH KRONA,63.791,63.8689,63.9467
9/30/2021,SDR,579.2523,579.9591,580.6658
9/29/2021,US DOLLAR,409.8,410.3,410.8
9/29/2021,POUNDS STERLING,552.7382,553.4126,554.087
9/29/2021,EURO,477.499,478.0816,478.6642
9/29/2021,SWISS FRANC,440.9296,441.4676,442.0056
9/29/2021,YEN,3.678,3.6825,3.687
9/29/2021,CFA,0.7095,0.7195,0.7295
9/29/2021,WAUA,578.5521,579.258,579.9639
9/29/2021,YUAN/RENMINBI,63.3444,63.4222,63.4999
9/29/2021,RIYAL,109.245,109.3783,109.5116
9/29/2021,SOUTH AFRICAN RAND,27.2472,27.2804,27.3136
9/29/2021,DANISH KRONA,64.1947,64.2731,64.3514
9/29/2021,SDR,579.9899,580.6976,581.4052
9/28/2021,US DOLLAR,408.77,409.77,410.77
9/28/2021,POUNDS STERLING,555.5184,556.8774,558.2364
9/28/2021,EURO,477.566,478.7343,479.9026
9/28/2021,SWISS FRANC,440.5799,441.6577,442.7355
9/28/2021,YEN,3.6671,3.6761,3.685
9/28/2021,CFA,0.7107,0.7207,0.7307
9/28/2021,WAUA,578.026,579.44,580.8541
9/28/2021,YUAN/RENMINBI,63.2498,63.4049,63.5601
9/28/2021,RIYAL,108.9705,109.237,109.5036
9/28/2021,SOUTH AFRICAN RAND,27.0694,27.1356,27.2019
9/28/2021,DANISH KRONA,64.2195,64.3766,64.5337
9/28/2021,SDR,579.5132,580.9309,582.3486
9/27/2021,US DOLLAR,408.71,409.71,410.71
9/27/2021,POUNDS STERLING,559.7283,561.0978,562.4673
9/27/2021,EURO,478.2316,479.4017,480.5718
9/27/2021,SWISS FRANC,440.6102,441.6882,442.7663
9/27/2021,YEN,3.6844,3.6934,3.7024
9/27/2021,CFA,0.7128,0.7228,0.7328
9/27/2021,WAUA,579.2556,580.6729,582.0902
9/27/2021,YUAN/RENMINBI,63.2229,63.378,63.5331
9/27/2021,RIYAL,108.9574,109.224,109.4905
9/27/2021,SOUTH AFRICAN RAND,27.139,27.2054,27.2718
9/27/2021,DANISH KRONA,64.2959,64.4533,64.6106
9/27/2021,SDR,579.9595,581.3785,582.7975
9/24/2021,US DOLLAR,409.7,410.2,410.7
9/24/2021,POUNDS STERLING,560.3057,560.9895,561.6733
9/24/2021,EURO,480.1274,480.7134,481.2993
9/24/2021,SWISS FRANC,443.0626,443.6033,444.144
9/24/2021,YEN,3.7074,3.7119,3.7164
9/24/2021,CFA,0.7125,0.7225,0.7325
9/24/2021,WAUA,580.6181,581.3267,582.0353
9/24/2021,YUAN/RENMINBI,63.33,63.4077,63.4854
9/24/2021,RIYAL,109.23,109.3633,109.4966
9/24/2021,SOUTH AFRICAN RAND,27.3376,27.3709,27.4043
9/24/2021,DANISH KRONA,64.5624,64.6412,64.72
9/24/2021,SDR,581.3643,582.0738,582.7833
9/23/2021,US DOLLAR,409.67,410.17,410.67
9/23/2021,POUNDS STERLING,561.7395,562.4251,563.1107
9/23/2021,EURO,480.0513,480.6372,481.2231
9/23/2021,SWISS FRANC,442.8865,443.427,443.9676
9/23/2021,YEN,3.7246,3.7292,3.7337
9/23/2021,CFA,0.7133,0.7233,0.7333
9/23/2021,WAUA,580.7537,581.4625,582.1713
9/23/2021,YUAN/RENMINBI,63.442,63.5199,63.5978
9/23/2021,RIYAL,109.2249,109.3583,109.4916
9/23/2021,SOUTH AFRICAN RAND,28.0373,28.0715,28.1058
9/23/2021,DANISH KRONA,64.5424,64.6212,64.7
9/23/2021,SDR,581.5266,582.2363,582.9461
9/22/2021,US DOLLAR,409.63,410.13,410.63
9/22/2021,POUNDS STERLING,558.7353,559.4173,560.0993
9/22/2021,EURO,480.4141,481.0005,481.5869
9/22/2021,SWISS FRANC,444.899,444.4408,444.9827
9/22/2021,YEN,3.7385,3.7431,3.7476
9/22/2021,CFA,0.7121,0.7221,0.7321
9/22/2021,WAUA,580.4024,581.1109,581.8193
9/22/2021,YUAN/RENMINBI,63.3377,63.4155,63.4933
9/22/2021,RIYAL,109.2172,109.3505,109.4838
9/22/2021,SOUTH AFRICAN RAND,27.7041,27.7379,27.7717
9/22/2021,DANISH KRONA,64.59,64.6689,64.7477
9/22/2021,SDR,581.5517,582.2616,582.9714
9/21/2021,DANISH KRONA,64.4851,64.5638,64.6425
9/21/2021,US DOLLAR,409.6,410.1,410.6
9/21/2021,POUNDS STERLING,560.3738,561.0578,561.7419
9/21/2021,EURO,481.0752,481.6625,482.2497
9/21/2021,SWISS FRANC,443.386,443.9273,444.4685
9/21/2021,YEN,3.7434,3.7479,3.7525
9/21/2021,CFA,0.7121,0.7221,0.7321
9/21/2021,WAUA,580.4023,581.1108,581.8193
9/21/2021,YUAN/RENMINBI,63.336,63.4138,63.4916
9/21/2021,RIYAL,109.215,109.3483,109.4817
9/21/2021,SOUTH AFRICAN RAND,27.6325,27.6663,27.7
9/21/2021,DANISH KRONA,64.6761,64.755,64.834
9/21/2021,SDR,581.1405,581.8499,582.5593
9/20/2021,SDR,582.6827,583.394,584.1053
9/20/2021,US DOLLAR,409.59,410.09,410.59
9/20/2021,POUNDS STERLING,559.6638,560.347,561.0302
9/20/2021,EURO,479.6299,480.2154,480.8009
9/20/2021,SWISS FRANC,440.6089,441.1467,441.6846
9/20/2021,YEN,3.7416,3.7461,3.7507
9/20/2021,CFA,0.7164,0.7264,0.7364
9/20/2021,WAUA,581.9325,582.6429,583.3533
9/20/2021,YUAN/RENMINBI,63.3345,63.4123,63.49
9/20/2021,RIYAL,109.2182,109.3515,109.4848
9/20/2021,SOUTH AFRICAN RAND,27.6294,27.6632,27.6969
9/17/2021,US DOLLAR,409.58,410.08,410.58
9/17/2021,POUNDS STERLING,565.3023,565.9924,566.6825
9/17/2021,EURO,482.5262,483.1152,483.7043
9/17/2021,SWISS FRANC,441.2627,441.8013,442.34
9/17/2021,YEN,3.7221,3.7266,3.7312
9/17/2021,CFA,0.7154,0.7254,0.7354
9/17/2021,WAUA,582.137,582.8476,583.5583
9/17/2021,YUAN/RENMINBI,63.4409,63.5188,63.5967
9/17/2021,RIYAL,109.2126,109.3459,109.4792
9/17/2021,SOUTH AFRICAN RAND,28.0536,28.0879,28.1221
9/17/2021,DANISH KRONA,64.8757,64.9549,65.0341
9/17/2021,SDR,582.8733,583.5848,584.2964
9/16/2021,US DOLLAR,409.57,410.07,410.57
9/16/2021,POUNDS STERLING,566.763,567.4549,568.1468
9/16/2021,EURO,482.0229,482.6114,483.1998
9/16/2021,SWISS FRANC,442.6827,443.2231,443.7635
9/16/2021,YEN,3.7434,3.748,3.7526
9/16/2021,CFA,0.7191,0.7291,0.7391
9/16/2021,WAUA,583.3071,584.0192,584.7313
9/16/2021,YUAN/RENMINBI,63.5338,63.6118,63.6898
9/16/2021,RIYAL,109.2012,109.3345,109.4678
9/16/2021,SOUTH AFRICAN RAND,28.3101,28.3446,28.3792
9/16/2021,DANISH KRONA,64.8146,64.8937,64.9729
9/16/2021,SDR,584.0468,584.7598,585.4728
9/15/2021,US DOLLAR,409.55,410.05,410.55
9/15/2021,POUNDS STERLING,566.2848,566.9761,567.6675
9/15/2021,EURO,484.3338,484.9251,485.5164
9/15/2021,SWISS FRANC,446.522,447.0672,447.6123
9/15/2021,YEN,3.7501,3.7547,3.7593
9/15/2021,CFA,0.7185,0.7285,0.7385
9/15/2021,WAUA,582.5198,583.2309,583.9421
9/15/2021,YUAN/RENMINBI,63.6541,63.7323,63.8104
9/15/2021,RIYAL,109.19,109.3233,109.4566
9/15/2021,SOUTH AFRICAN RAND,28.6517,28.6867,28.7216
9/15/2021,DANISH KRONA,65.1175,65.197,65.2765
9/15/2021,SDR,583.2402,583.9522,584.6643
9/14/2021,US DOLLAR,409.54,410.04,410.54
9/14/2021,POUNDS STERLING,567.4177,568.1104,568.8032
9/14/2021,EURO,483.6258,484.2162,484.8067
9/14/2021,SWISS FRANC,444.1866,444.7289,445.2711
9/14/2021,YEN,3.719,3.7236,3.7281
9/14/2021,CFA,0.7163,0.7263,0.7363
9/14/2021,WAUA,581.8226,582.533,583.2433
9/14/2021,YUAN/RENMINBI,63.5173,63.5953,63.6733
9/14/2021,RIYAL,109.1874,109.3207,109.454
9/14/2021,SOUTH AFRICAN RAND,28.7392,28.7743,28.8094
9/14/2021,DANISH KRONA,65.0322,65.1116,65.1909
9/14/2021,SDR,582.5707,583.2819,583.9932
9/13/2021,US DOLLAR,409.51,410.01,410.51
9/13/2021,POUNDS STERLING,566.8028,567.4948,568.1869
9/13/2021,EURO,482.4847,483.0738,483.6629
9/13/2021,YEN,3.7218,3.7263,3.7309
9/13/2021,CFA,0.7201,0.7301,0.7401
9/13/2021,WAUA,583.0601,583.772,584.4839
9/13/2021,YUAN/RENMINBI,63.4172,63.4951,63.573
9/13/2021,RIYAL,109.1794,109.3127,109.446
9/13/2021,SOUTH AFRICAN RAND,28.8698,28.9051,28.9403
9/13/2021,DANISH KRONA,64.8708,64.95,65.0292
9/13/2021,SDR,583.7975,584.5103,585.2231
9/13/2021,SWISS FRANC,443.6728,444.2145,444.7562
9/10/2021,US DOLLAR,409.48,409.98,410.48
9/10/2021,POUNDS STERLING,568.6858,569.3802,570.0746
9/10/2021,EURO,484.7015,485.2933,485.8852
9/10/2021,SWISS FRANC,446.4944,447.0396,447.5848
9/10/2021,YEN,3.7273,3.7318,3.7364
9/10/2021,CFA,0.7199,0.7299,0.7399
9/10/2021,WAUA,582.6655,583.3769,584.0884
9/10/2021,YUAN/RENMINBI,63.5988,63.6769,63.755
9/10/2021,RIYAL,109.1743,109.3076,109.4409
9/10/2021,SOUTH AFRICAN RAND,29.0593,29.0948,29.1302
9/10/2021,DANISH KRONA,65.1706,65.2502,65.3298
9/10/2021,SDR,583.3862,584.0985,584.8109
9/9/2021,US DOLLAR,409.47,409.97,410.47
9/9/2021,POUNDS STERLING,566.6246,567.3165,568.0084
9/9/2021,EURO,484.8534,485.4455,486.0375
9/9/2021,SWISS FRANC,446.2402,446.7851,447.33
9/9/2021,YEN,3.7258,3.7304,3.7349
9/9/2021,CFA,0.7191,0.7291,0.7391
9/9/2021,WAUA,582.03,582.7407,583.4514
9/9/2021,YUAN/RENMINBI,63.3983,63.4762,63.554
9/9/2021,RIYAL,109.1716,109.3049,109.4382
9/9/2021,SOUTH AFRICAN RAND,28.9661,29.0014,29.0368
9/9/2021,DANISH KRONA,65.1867,65.2663,65.3459
9/9/2021,SDR,582.7987,583.5103,584.222
9/8/2021,US DOLLAR,409.45,409.95,410.45
9/8/2021,POUNDS STERLING,564.0174,564.7061,565.3949
9/8/2021,EURO,484.2975,484.8889,485.4803
9/8/2021,SWISS FRANC,444.5229,445.0657,445.6085
9/8/2021,YEN,3.7135,3.718,3.7226
9/8/2021,CFA,0.7212,0.7312,0.7412
9/8/2021,WAUA,583.1136,583.8256,584.5377
9/8/2021,YUAN/RENMINBI,63.4001,63.478,63.5558
9/8/2021,SOUTH AFRICAN RAND,28.6373,28.6722,28.7072
9/8/2021,DANISH KRONA,65.113,65.1925,65.272
9/8/2021,SDR,583.8757,584.5887,585.3017
9/7/2021,US DOLLAR,409.42,409.92,410.42
9/7/2021,POUNDS STERLING,564.0989,564.7878,565.4767
9/7/2021,EURO,485.6949,486.2881,486.8812
9/7/2021,SWISS FRANC,447.4047,447.951,448.4974
9/7/2021,YEN,3.7203,3.7249,3.7294
9/7/2021,CFA,0.7184,0.7284,0.7384
9/7/2021,WAUA,581.9646,582.6753,583.386
9/7/2021,YUAN/RENMINBI,63.2925,63.3703,63.448
9/7/2021,RIYAL,109.1612,109.2945,109.4278
9/7/2021,SOUTH AFRICAN RAND,28.5748,28.6097,28.6446
9/7/2021,DANISH KRONA,65.3035,65.3832,65.463
9/7/2021,SDR,582.6865,583.3981,584.1097
9/6/2021,US DOLLAR,409.41,409.91,410.41
9/6/2021,POUNDS STERLING,566.8281,567.5204,568.2126
9/6/2021,EURO,485.6012,486.1943,486.7873
9/6/2021,SWISS FRANC,446.7103,447.2559,447.8014
9/6/2021,YEN,3.7263,3.7309,3.7354
9/6/2021,CFA,0.7184,0.7284,0.7384
9/6/2021,WAUA,581.9645,582.6753,583.386
9/6/2021,YUAN/RENMINBI,63.3969,63.4747,63.5526
9/6/2021,RIYAL,109.1614,109.2948,109.4281
9/6/2021,SOUTH AFRICAN RAND,28.7029,28.738,28.773
9/6/2021,DANISH KRONA,65.2956,65.3754,65.4551
9/6/2021,SDR,582.6723,583.3839,584.0955
9/3/2021,US DOLLAR,409.4,409.9,410.4
9/3/2021,POUNDS STERLING,566.364,567.0557,567.7474
9/3/2021,EURO,486.1216,486.7153,487.309
9/3/2021,SWISS FRANC,447.4317,447.9781,448.5246
9/3/2021,YEN,3.7228,3.7274,3.7319
9/3/2021,CFA,0.7184,0.7284,0.7384
9/3/2021,WAUA,581.922,582.6327,583.3434
9/3/2021,YUAN/RENMINBI,63.4789,63.5568,63.6348
9/3/2021,RIYAL,109.1559,109.2892,109.4225
9/3/2021,SOUTH AFRICAN RAND,28.504,28.5388,28.5736
9/3/2021,DANISH KRONA,65.3534,65.4332,65.5131
9/3/2021,SDR,582.6581,583.3697,584.0813
9/2/2021,US DOLLAR,409.37,409.87,410.37
9/2/2021,POUNDS STERLING,564.685,565.3747,566.0644
9/2/2021,EURO,485.1035,485.696,486.2885
9/2/2021,SWISS FRANC,447.4967,448.0433,448.5899
9/2/2021,CFA,0.7183,0.7283,0.7383
9/2/2021,WAUA,581.8935,582.6042,583.3149
9/2/2021,YUAN/RENMINBI,63.3799,63.4577,63.5356
9/2/2021,RIYAL,109.1479,109.2812,109.4145
9/2/2021,DANISH KRONA,65.2216,65.3013,65.3809
9/2/2021,SDR,579.7498,580.4579,581.166
9/1/2021,US DOLLAR,409.35,409.85,410.35
9/1/2021,POUNDS STERLING,563.4293,564.1175,564.8057
9/1/2021,EURO,483.7289,484.3197,484.9106
9/1/2021,SWISS FRANC,446.0122,446.557,447.1018
9/1/2021,YEN,3.7082,3.7127,3.7173
9/1/2021,CFA,0.7194,0.7294,0.7394
9/1/2021,WAUA,582.2678,582.979,583.6902
9/1/2021,YUAN/RENMINBI,63.2935,63.3712,63.449
9/1/2021,RIYAL,109.1396,109.2729,109.4062
9/1/2021,SOUTH AFRICAN RAND,28.3509,28.3855,28.4201
9/1/2021,DANISH KRONA,65.0288,65.1083,65.1877
9/1/2021,SDR,579.7215,580.4296,581.1377
8/31/2021,US DOLLAR,409.32,409.82,410.32
8/31/2021,POUNDS STERLING,564.3295,565.0188,565.7082
8/31/2021,EURO,484.6349,485.2269,485.8189
8/31/2021,SWISS FRANC,448.3242,448.8719,449.4195
8/31/2021,YEN,3.7265,3.7311,3.7356
8/31/2021,CFA,0.7172,0.7272,0.7372
8/31/2021,WAUA,581.5464,582.2568,582.9672
8/31/2021,YUAN/RENMINBI,63.3417,63.4195,63.4974
8/31/2021,RIYAL,109.1287,109.262,109.3953
8/31/2021,SOUTH AFRICAN RAND,28.1024,28.1367,28.1711
8/31/2021,DANISH KRONA,65.1586,65.2382,65.3178
8/31/2021,SDR,582.2986,583.0099,583.7212
8/30/2021,US DOLLAR,409.29,409.79,410.29
8/30/2021,POUNDS STERLING,563.224,563.912,564.6001
8/30/2021,EURO,483.0441,483.6342,484.2243
8/30/2021,SWISS FRANC,447.2137,447.7601,448.3064
8/30/2021,YEN,3.7242,3.7288,3.7333
8/30/2021,CFA,0.7147,0.7247,0.7347
8/30/2021,WAUA,580.4778,581.187,581.8961
8/30/2021,YUAN/RENMINBI,63.2597,63.3375,63.4152
8/30/2021,RIYAL,109.1236,109.2569,109.3902
8/30/2021,SOUTH AFRICAN RAND,27.9587,27.9928,28.027
8/30/2021,DANISH KRONA,64.9399,65.0192,65.0985
8/30/2021,SDR,581.2327,581.9428,582.6528
8/27/2021,US DOLLAR,409.26,409.76,410.26
8/27/2021,POUNDS STERLING,561.7503,562.4366,563.1229
8/27/2021,EURO,481.4535,482.0417,482.6299
8/27/2021,SWISS FRANC,445.8656,446.4103,446.955
8/27/2021,YEN,3.7145,3.719,3.7235
8/27/2021,CFA,0.715,0.725,0.735
8/27/2021,WAUA,580.8156,581.5252,582.2348
8/27/2021,YUAN/RENMINBI,63.1331,63.2107,63.2883
8/27/2021,RIYAL,109.1185,109.2519,109.3852
8/27/2021,SOUTH AFRICAN RAND,27.4435,27.4771,27.5106
8/27/2021,DANISH KRONA,64.7256,64.8047,64.8838
8/27/2021,SDR,581.5994,582.3099,583.0205
8/26/2021,US DOLLAR,409.23,409.73,410.23
8/26/2021,POUNDS STERLING,562.0365,562.7232,563.4099
8/26/2021,EURO,481.6637,482.2522,482.8407
8/26/2021,SWISS FRANC,446.2704,446.8157,447.361
8/26/2021,YEN,3.7169,3.7214,3.726
8/26/2021,CFA,0.713,0.723,0.733
8/26/2021,WAUA,580.4354,581.1446,581.8538
8/26/2021,YUAN/RENMINBI,63.1207,63.1983,63.2759
8/26/2021,RIYAL,109.1105,109.2439,109.3772
8/26/2021,SOUTH AFRICAN RAND,27.4423,27.4758,27.5093
8/26/2021,SOUTH AFRICAN RAND,27.4423,27.4758,27.5093
8/26/2021,DANISH KRONA,64.7547,64.8338,64.9129
8/26/2021,SDR,581.1884,581.8985,582.6086
8/25/2021,US DOLLAR,409.21,409.71,410.21
8/25/2021,POUNDS STERLING,561.0678,561.7534,562.4389
8/25/2021,EURO,480.4125,480.9995,481.5865
8/25/2021,SWISS FRANC,447.2729,447.8194,448.3659
8/25/2021,YEN,3.7238,3.7284,3.7329
8/25/2021,CFA,0.7118,0.7218,0.7318
8/25/2021,WAUA,579.6738,580.3821,581.0904
8/25/2021,YUAN/RENMINBI,63.1381,63.2157,63.2933
8/25/2021,RIYAL,109.1081,109.2414,109.3748
8/25/2021,SOUTH AFRICAN RAND,27.3206,27.3539,27.3873
8/25/2021,DANISH KRONA,64.5819,64.6608,64.7397
8/25/2021,SDR,580.9554,581.6653,582.3751
8/24/2021,US DOLLAR,409.19,409.69,410.19
8/24/2021,POUNDS STERLING,561.6133,562.2995,562.9858
8/24/2021,EURO,480.3481,480.9351,481.522
8/24/2021,SWISS FRANC,448.3291,448.877,449.4248
8/24/2021,YEN,3.7294,3.734,3.7385
8/24/2021,CFA,0.7118,0.7218,0.7318
8/24/2021,WAUA,579.6738,580.3821,581.0904
8/24/2021,YUAN/RENMINBI,63.1681,63.2458,63.3234
8/24/2021,RIYAL,109.1057,109.239,109.3723
8/24/2021,SOUTH AFRICAN RAND,27.1289,27.162,27.1952
8/24/2021,DANISH KRONA,64.5726,64.6515,64.7304
8/24/2021,SDR,580.436,581.1453,581.8545
8/23/2021,US DOLLAR,409.16,409.66,410.16
8/23/2021,EURO,479.6174,480.2035,480.7896
8/23/2021,POUNDS STERLING,560.0173,560.7016,561.386
8/23/2021,SWISS FRANC,446.3401,446.8856,447.431
8/23/2021,YEN,3.7159,3.7205,3.725
8/23/2021,CFA,0.7088,0.7188,0.7288
8/23/2021,WAUA,578.7118,579.419,580.1262
8/23/2021,YUAN/RENMINBI,63.0914,63.169,63.2465
8/23/2021,RIYAL,109.0977,109.231,109.3643
8/23/2021,SOUTH AFRICAN RAND,26.8981,26.9309,26.9638
8/23/2021,SDR,579.4524,580.1605,580.8686
8/20/2021,US DOLLAR,409.13,409.63,410.13
8/20/2021,POUNDS STERLING,556.9078,557.5884,558.269
8/20/2021,EURO,477.4956,478.0792,478.6627
8/20/2021,SWISS FRANC,445.6754,446.22,446.7647
8/20/2021,YEN,3.7299,3.7344,3.739
8/20/2021,CFA,0.7104,0.7204,0.7304
8/20/2021,WAUA,579.2674,579.9754,580.6833
8/20/2021,YUAN/RENMINBI,62.9461,63.0234,63.1008
8/20/2021,RIYAL,109.0897,109.223,109.3563
8/20/2021,SOUTH AFRICAN RAND,26.7285,26.7611,26.7938
8/20/2021,DANISH KRONA,64.1893,64.2678,64.3462
8/20/2021,SDR,579.9827,580.6915,581.4003
8/19/2021,US DOLLAR,409.13,409.63,410.13
8/19/2021,POUNDS STERLING,559.608,560.2919,560.9758
8/19/2021,EURO,478.6003,479.1852,479.7701
8/19/2021,YEN,3.7323,3.7368,3.7414
8/19/2021,CFA,0.712,0.722,0.732
8/19/2021,WAUA,579.7989,580.5075,581.2161
8/19/2021,YUAN/RENMINBI,63.043,63.1205,63.198
8/19/2021,RIYAL,109.0868,109.2201,109.3534
8/19/2021,SOUTH AFRICAN RAND,26.9452,26.9781,27.011
8/19/2021,DANISH KRONA,64.3418,64.4204,64.499
8/19/2021,SDR,580.5555,581.265,581.9745
8/18/2021,US DOLLAR,409.1,409.6,410.1
8/18/2021,POUNDS STERLING,563.1671,563.8554,564.5437
8/18/2021,EURO,479.7107,480.297,480.8833
8/18/2021,SWISS FRANC,447.055,447.6014,448.1477
8/18/2021,YEN,3.7262,3.7308,3.7353
8/18/2021,CFA,0.7148,0.7248,0.7348
8/18/2021,WAUA,581.0001,581.7102,582.4203
8/18/2021,YUAN/RENMINBI,63.0841,63.1617,63.2392
8/18/2021,RIYAL,109.0788,109.2121,109.3454
8/18/2021,SOUTH AFRICAN RAND,27.5033,27.5369,27.5705
8/18/2021,DANISH KRONA,64.4882,64.567,64.6458
8/18/2021,SDR,581.6993,582.4102,583.1212
8/17/2021,US DOLLAR,409.11,409.61,410.11
8/17/2021,POUNDS STERLING,564.1218,564.8112,565.5007
8/17/2021,EURO,481.3179,481.9062,482.4944
8/17/2021,SWISS FRANC,449.0286,449.5774,450.1262
8/17/2021,YEN,3.7427,3.7472,3.7518
8/17/2021,CFA,0.7151,0.7251,0.7351
8/17/2021,WAUA,581.5069,582.2176,582.9283
8/17/2021,YUAN/RENMINBI,63.1343,63.2119,63.2896
8/17/2021,RIYAL,109.0785,109.2119,109.3452
8/17/2021,SOUTH AFRICAN RAND,27.5781,27.6118,27.6455
8/17/2021,DANISH KRONA,64.705,64.784,64.8631
8/17/2021,SDR,582.2044,582.916,583.6275
8/16/2021,US DOLLAR,409.11,409.61,410.11
8/16/2021,POUNDS STERLING,567.2719,567.9652,568.6585
8/16/2021,EURO,481.6043,482.1929,482.7815
8/16/2021,SWISS FRANC,447.6039,448.151,448.698
8/16/2021,YEN,3.7413,3.7459,3.7504
8/16/2021,CFA,0.7417,0.7247,0.7347
8/16/2021,WAUA,580.371,581.0803,581.7896
8/16/2021,YUAN/RENMINBI,63.1636,63.2412,63.3189
8/16/2021,RIYAL,109.0785,109.2119,109.3452
8/16/2021,SOUTH AFRICAN RAND,27.6611,27.6949,27.7287
8/16/2021,DANISH KRONA,64.7521,64.8312,64.9103
8/16/2021,SDR,581.0998,581.81,582.5202
8/13/2021,US DOLLAR,409.11,409.61,410.11
8/13/2021,POUNDS STERLING,565.5537,566.2449,566.9361
8/13/2021,EURO,481.2361,481.8242,482.4124
8/13/2021,SWISS FRANC,444.395,444.9381,445.4812
8/13/2021,YEN,3.7121,3.7166,3.7212
8/13/2021,CFA,0.7131,0.7231,0.7331
8/13/2021,WAUA,580.3156,581.0249,581.7341
8/13/2021,YUAN/RENMINBI,63.1256,63.2032,63.2808
8/13/2021,SOUTH AFRICAN RAND,27.5779,27.6116,27.6453
8/13/2021,DANISH KRONA,64.6978,64.7769,64.8559
8/13/2021,SDR,581.018,581.7281,582.4382
8/12/2021,US DOLLAR,409.12,409.62,410.12
8/12/2021,POUNDS STERLING,566.7948,567.4875,568.1802
8/12/2021,EURO,480.266,480.8529,481.4399
8/12/2021,SWISS FRANC,443.731,444.2733,444.8156
8/12/2021,CFA,0.7117,0.7217,0.7317
8/12/2021,WAUA,579.617,580.3253,581.0337
8/12/2021,YUAN/RENMINBI,63.1593,63.2369,63.3146
8/12/2021,RIYAL,109.087,109.2203,109.3537
8/12/2021,SOUTH AFRICAN RAND,27.8018,27.8358,27.8697
8/12/2021,DANISH KRONA,64.5636,64.6425,64.7214
8/12/2021,SDR,580.3367,581.046,581.7552
8/11/2021,US DOLLAR,409.12,409.62,410.12
8/11/2021,POUNDS STERLING,565.8539,566.5454,567.237
8/11/2021,EURO,479.4068,479.9927,480.5786
8/11/2021,SWISS FRANC,443.0583,443.5997,444.1412
8/11/2021,YEN,3.6954,3.6999,3.7045
8/11/2021,CFA,0.712,0.722,0.732
8/11/2021,WAUA,580.1482,580.8572,581.5662
8/11/2021,YUAN/RENMINBI,63.0726,63.1501,63.2277
8/11/2021,RIYAL,109.087,109.2203,109.3537
8/11/2021,SOUTH AFRICAN RAND,27.6556,27.6894,27.7232
8/11/2021,DANISH KRONA,64.4354,64.5142,64.5929
8/11/2021,SDR,580.8563,581.5662,582.2761
8/10/2021,US DOLLAR,409.12,409.62,410.12
8/10/2021,POUNDS STERLING,567.0812,567.7743,568.4673
8/10/2021,EURO,479.5705,480.1566,480.7427
8/10/2021,SWISS FRANC,443.4424,443.9844,444.5263
8/10/2021,YEN,3.7028,3.7073,3.7118
8/10/2021,CFA,0.7144,0.7244,0.7344
8/10/2021,WAUA,580.8287,581.5385,582.2484
8/10/2021,YUAN/RENMINBI,63.1144,63.192,63.2696
8/10/2021,RIYAL,109.0899,109.2233,109.3566
8/10/2021,YUAN/RENMINBI,27.6227,27.6565,27.6902
8/10/2021,DANISH KRONA,64.4679,64.5467,64.6255
8/10/2021,SDR,581.5641,582.2748,582.9856
8/9/2021,US DOLLAR,409.12,409.62,410.12
8/9/2021,POUNDS STERLING,567.8995,568.5935,569.2876
8/9/2021,EURO,481.3297,481.9179,482.5062
8/9/2021,SWISS FRANC,446.2478,446.7932,447.3386
8/9/2021,YEN,3.7162,3.7208,3.7253
8/9/2021,CFA,0.7173,0.7273,0.7373
8/9/2021,WAUA,581.9645,582.6758,583.387
8/9/2021,YUAN/RENMINBI,63.1271,63.2047,63.2823
8/9/2021,RIYAL,109.087,109.2203,109.3537
8/9/2021,SOUTH AFRICAN RAND,28.0187,28.0529,28.0871
8/9/2021,DANISH KRONA,64.7096,64.7887,64.8678
8/9/2021,SDR,582.7096,583.4218,584.1339
8/6/2021,US DOLLAR,409.11,409.61,410.11
8/6/2021,POUNDS STERLING,569.522,570.2181,570.9141
8/6/2021,EURO,483.0362,483.6265,484.2169
8/6/2021,SWISS FRANC,450.1651,450.7152,451.2654
8/6/2021,YEN,3.7253,3.7298,3.7344
8/6/2021,CFA,0.7207,0.7307,0.7407
8/6/2021,WAUA,583.1945,583.9072,584.62
8/6/2021,YUAN/RENMINBI,63.2368,63.3145,63.3923
8/6/2021,RIYAL,109.0844,109.2177,109.351
8/6/2021,SOUTH AFRICAN RAND,28.2193,28.2538,28.2883
8/6/2021,DANISH KRONA,64.9309,65.0102,65.0896
8/6/2021,SDR,583.6363,584.3496,585.0629
8/5/2021,US DOLLAR,409.11,409.61,410.11
8/5/2021,POUNDS STERLING,569.8902,570.5867,571.2832
8/5/2021,EURO,485.0817,485.6746,486.2674
8/5/2021,SWISS FRANC,451.7059,452.2579,452.81
8/5/2021,YEN,3.7368,3.7414,3.746
8/5/2021,CFA,0.7207,0.7307,0.7407
8/5/2021,WAUA,583.1945,583.9072,584.62
8/5/2021,YUAN/RENMINBI,63.322,63.3998,63.4776
8/5/2021,RIYAL,109.0873,109.2206,109.3539
8/5/2021,SOUTH AFRICAN RAND,28.4896,28.5244,28.5592
8/5/2021,DANISH KRONA,65.2093,65.289,65.3687
8/5/2021,SDR,583.9227,584.6364,585.35
8/4/2021,US DOLLAR,409.11,409.61,410.11
8/4/2021,POUNDS STERLING,569.9721,570.6687,571.3653
8/4/2021,EURO,485.5317,486.1251,486.7185
8/4/2021,SWISS FRANC,452.3552,452.908,453.4609
8/4/2021,YEN,3.754,3.7586,3.7632
