data/ratedate,data/currency,data/buyingrate,data/centralrate,data/sellingrate
6/3/2021,SDR,590.1892,590.9103,591.6315
6/3/2021,RIYAL,109.1084,109.2417,109.375
6/2/2021,US DOLLAR,409.22,409.72,410.22
6/2/2021,POUNDS STERLING,578.7189,579.426,580.1331
6/2/2021,EURO,498.43,499.039,499.648
6/2/2021,SWISS FRANC,453.9827,454.5374,455.0921
6/2/2021,YEN,3.727,3.7315,3.7361
6/2/2021,CFA,0.7432,0.7532,0.7632
6/2/2021,WAUA,590.2973,591.0186,591.7398
6/2/2021,YUAN/RENMINBI,64.0548,64.1335,64.2123
6/2/2021,RIYAL,109.1137,109.247,109.3803
6/2/2021,SOUTH AFRICAN RAND,29.7838,29.8202,29.8565
6/2/2021,DANISH KRONA,67.0182,67.1001,67.182
6/2/2021,SDR,591.3229,592.0454,592.7679
6/1/2021,US DOLLAR,409,409.5,410
6/1/2021,POUNDS STERLING,579.6757,580.3844,581.093
6/1/2021,EURO,499.9616,500.5728,501.184
6/1/2021,SWISS FRANC,455.1525,455.7089,456.2653
6/1/2021,YEN,3.7304,3.735,3.7395
6/1/2021,CFA,0.7415,0.7515,0.7615
6/1/2021,WAUA,590.1494,590.8708,591.5923
6/1/2021,YUAN/RENMINBI,64.0555,64.1342,64.213
6/1/2021,RIYAL,109.055,109.1884,109.3217
6/1/2021,SOUTH AFRICAN RAND,29.6822,29.7185,29.7548
6/1/2021,DANISH KRONA,67.2255,67.3077,67.3899
6/1/2021,SDR,590.8823,591.6047,592.327
5/31/2021,US DOLLAR,409,409.5,410
5/31/2021,POUNDS STERLING,580.1256,580.8348,581.544
5/31/2021,EURO,498.98,499.59,500.2
5/31/2021,SWISS FRANC,454.293,454.8484,455.4038
5/31/2021,YEN,3.729,3.7336,3.7381
5/31/2021,CFA,0.7415,0.7515,0.7615
5/31/2021,WAUA,590.1494,590.8708,591.5923
5/31/2021,YUAN/RENMINBI,64.1983,64.2772,64.3561
5/31/2021,RIYAL,109.055,109.1884,109.3217
5/31/2021,SOUTH AFRICAN RAND,29.6966,29.7329,29.7693
5/31/2021,DANISH KRONA,67.0855,67.1675,67.2495
5/31/2021,SDR,590.8823,591.6047,592.327
5/28/2021,US DOLLAR,409,409.5,410
5/28/2021,POUNDS STERLING,579.3894,580.0977,580.806
5/28/2021,EURO,497.2213,497.8292,498.437
5/28/2021,SWISS FRANC,453.4368,453.9911,454.5455
5/28/2021,YEN,3.7162,3.7207,3.7252
5/28/2021,CFA,0.7415,0.7515,0.7615
5/28/2021,WAUA,590.1494,590.8708,591.5923
5/28/2021,YUAN/RENMINBI,64.1801,64.259,64.3379
5/28/2021,RIYAL,109.0579,109.1913,109.3246
5/28/2021,SOUTH AFRICAN RAND,29.5877,29.6239,29.6601
5/28/2021,DANISH KRONA,66.8443,66.926,67.0077
5/28/2021,SDR,590.8823,591.6047,592.327
5/27/2021,US DOLLAR,409,409.5,410
5/27/2021,EURO,498.8164,499.4262,500.036
5/27/2021,SWISS FRANC,454.8488,455.4048,455.9609
5/27/2021,YEN,3.7434,3.7479,3.7525
5/27/2021,CFA,0.7439,0.7539,0.7639
5/27/2021,WAUA,591.221,591.9437,592.6665
5/27/2021,YUAN/RENMINBI,64.1258,64.2046,64.2835
5/27/2021,RIYAL,109.0579,109.1913,109.3246
5/27/2021,SOUTH AFRICAN RAND,29.7931,29.8295,29.866
5/27/2021,DANISH KRONA,67.0635,67.1455,67.2274
5/27/2021,SDR,591.5776,592.3008,593.024
5/26/2021,US DOLLAR,409.25,409.75,410.25
5/26/2021,POUNDS STERLING,579.5389,580.247,580.955
5/26/2021,EURO,500.3491,500.9604,501.5717
5/26/2021,SWISS FRANC,456.5994,457.1572,457.7151
5/26/2021,YEN,3.758,3.7626,3.7672
5/26/2021,CFA,0.7461,0.7561,0.7661
5/26/2021,WAUA,591.0911,591.8132,592.5354
5/26/2021,YUAN/RENMINBI,64.0244,64.1031,64.1818
5/26/2021,RIYAL,109.1246,109.2579,109.3912
5/26/2021,SOUTH AFRICAN RAND,29.566,29.6021,29.6383
5/26/2021,DANISH KRONA,67.2688,67.351,67.4332
5/26/2021,SDR,591.8164,592.5395,593.2625
5/25/2021,US DOLLAR,409.25,409.75,410.25
5/25/2021,POUNDS STERLING,579.8663,580.5748,581.2832
5/25/2021,EURO,501.7814,502.3945,503.0075
5/25/2021,SWISS FRANC,457.1911,457.7496,458.3082
5/25/2021,YEN,3.7594,3.764,3.7686
5/25/2021,CFA,0.7428,0.7528,0.7628
5/25/2021,WAUA,590.1631,590.8842,591.6052
5/25/2021,YUAN/RENMINBI,63.8865,63.965,64.0435
5/25/2021,RIYAL,109.1304,109.2638,109.3971
5/25/2021,SOUTH AFRICAN RAND,29.5957,29.6319,29.6681
5/25/2021,DANISH KRONA,67.4807,67.5631,67.6456
5/25/2021,SDR,590.8752,591.5971,592.319
5/24/2021,US DOLLAR,409.25,409.75,410.25
5/24/2021,POUNDS STERLING,578.2293,578.9358,579.6422
5/24/2021,EURO,499.858,500.4687,501.0794
5/24/2021,SWISS FRANC,456.1769,456.7343,457.2916
5/24/2021,YEN,3.7584,3.763,3.7676
5/24/2021,CFA,0.6851,0.6951,0.7051
5/24/2021,WAUA,547.0332,547.7016,548.3699
5/24/2021,YUAN/RENMINBI,63.6758,63.754,63.8323
5/24/2021,RIYAL,109.1275,109.2608,109.3942
5/24/2021,SOUTH AFRICAN RAND,29.2886,29.3244,29.3602
