$id,CalculateChangePercent,Id,Symbol,PrevClosingPrice,OpeningPrice,HighPrice,LowPrice,ClosePrice,Change,PercChange,Trades,Volume,Value,Market,Sector,Company2,TradeDate
97,0,114,NIGERINS,0.2,0.2,,,,,,0,,,Main Board,FINANCIAL SERVICES,NIGERINS [MRF],2022-01-27T00:00:00
98,0,111,NNFM,8.65,8.65,,,,,,11,140193,1328280.6,Main Board,CONSUMER GOODS,NNFM ,2022-01-27T00:00:00
99,0,8,NOTORE,62.5,62.5,,,,,,0,,,Main Board,INDUSTRIAL GOODS,NOTORE [BLS],2022-01-27T00:00:00
100,0,54,NPFMCRFBK,1.99,1.99,,,,,,6,82200,167488,Main Board,FINANCIAL SERVICES,NPFMCRFBK ,2022-01-27T00:00:00
101,0,76,NSLTECH,0.2,0.2,,,,,,0,,,Main Board,SERVICES,NSLTECH ,2022-01-27T00:00:00
102,0.6382978723404256,60,OANDO,4.7,4.7,4.73,4.7,4.73,0.03,0.64,52,1674593,7892703.5,Main Board,OIL AND GAS,OANDO [MRF],2022-01-27T00:00:00
103,0,49,OKOMUOIL,142,142,,,,,,17,34848,4635627,Main Board,AGRICULTURE,OKOMUOIL ,2022-01-27T00:00:00
104,0,58,OMATEK,0.2,0.2,,,,,,0,,,Main Board,ICT,OMATEK [RST],2022-01-27T00:00:00
105,0,57,PHARMDEKO,2.2,2.2,,,,,,2,29337,64541.4,Main Board,HEALTHCARE,PHARMDEKO ,2022-01-27T00:00:00
106,0,59,PREMPAINTS,10,10,,,,,,0,,,Main Board,INDUSTRIAL GOODS,PREMPAINTS ,2022-01-27T00:00:00
107,0,50,PRESCO,87.8,87.8,,,,,,27,150065,13112483.1,Main Board,AGRICULTURE,PRESCO ,2022-01-27T00:00:00
108,9.523809523809524,55,PRESTIGE,0.42,0.42,0.46,0.46,0.46,0.04,9.52,3,222500,102350,Main Board,FINANCIAL SERVICES,PRESTIGE [BLS],2022-01-27T00:00:00
109,2.9411764705882355,51,PZ,6.8,6.8,7,7,7,0.2,2.94,25,608924,4248594.3,Main Board,CONSUMER GOODS,PZ ,2022-01-27T00:00:00
110,0,74,RAKUNITY,0.3,0.3,,,,,,0,,,ASeM,OIL AND GAS,RAKUNITY [MRF],2022-01-27T00:00:00
111,0,75,REDSTAREX,3.5,3.5,,,,,,6,201629,654335.51,Main Board,SERVICES,REDSTAREX ,2022-01-27T00:00:00
112,-4.878048780487805,71,REGALINS,0.41,0.41,0.4,0.39,0.39,-0.02,-4.88,7,964321,383800.51,Main Board,FINANCIAL SERVICES,REGALINS ,2022-01-27T00:00:00
113,0,72,RESORTSAL,0.2,0.2,,,,,,0,,,Main Board,FINANCIAL SERVICES,RESORTSAL [MRF],2022-01-27T00:00:00
114,0,63,RONCHESS,81,81,,,,,,0,,,Growth Board,CONSTRUCTION/REAL ESTATE,RONCHESS ,2022-01-27T00:00:00
115,0,73,ROYALEX,0.8,0.8,,,,,,0,,,Main Board,FINANCIAL SERVICES,ROYALEX ,2022-01-27T00:00:00
116,0,61,RTBRISCOE,0.2,0.2,,,,,,2,50000,10000,Main Board,SERVICES,RTBRISCOE ,2022-01-27T00:00:00
117,0,62,SCOA,1.04,1.04,,,,,,0,,,Main Board,CONGLOMERATES,SCOA ,2022-01-27T00:00:00
118,0,10,SEPLAT,785,785,,,,,,12,2644,2118244.3,Premium Board,OIL AND GAS,SEPLAT ,2022-01-27T00:00:00
119,0,64,SFSREIT,67.9,67.9,,,,,,2,1000,61305,Real Estate Investment Trust & Close End Fund,CONSTRUCTION/REAL ESTATE,SFSREIT ,2022-01-27T00:00:00
120,0,93,SKYAVN,5.8,5.8,,,,,,0,,,Main Board,SERVICES,SKYAVN ,2022-01-27T00:00:00
121,0,65,SMURFIT,0.2,0.2,,,,,,0,,,ASeM,CONSTRUCTION/REAL ESTATE,SMURFIT [MRF],2022-01-27T00:00:00
122,-4.166666666666667,66,SOVRENINS,0.24,0.24,0.23,0.23,0.23,-0.01,-4.17,10,3029005,697011.41,Main Board,FINANCIAL SERVICES,SOVRENINS ,2022-01-27T00:00:00
123,0,69,STACO,0.48,0.48,,,,,,0,,,Main Board,FINANCIAL SERVICES,STACO [MRF],2022-01-27T00:00:00
124,-0.2849002849002849,67,STANBIC,35.1,35.1,35,35,35,-0.1,-0.28,25,558679,19552069.8,Main Board,FINANCIAL SERVICES,STANBIC ,2022-01-27T00:00:00
125,0,68,STDINSURE,0.2,0.2,,,,,,0,,,Main Board,FINANCIAL SERVICES,STDINSURE [MRF],2022-01-27T00:00:00
126,-4.242424242424243,70,STERLNBANK,1.65,1.65,1.65,1.57,1.58,-0.07,-4.24,22,3031048,4884564.58,Main Board,FINANCIAL SERVICES,STERLNBANK ,2022-01-27T00:00:00
127,0,86,SUNUASSUR,0.3,0.3,,,,,,1,14000,3920,Main Board,FINANCIAL SERVICES,SUNUASSUR ,2022-01-27T00:00:00
128,0,156,TANTALIZER,0.2,0.2,,,,,,0,,,Main Board,SERVICES,TANTALIZER ,2022-01-27T00:00:00
129,0,152,THOMASWY,0.35,0.35,,,,,,0,,,Main Board,NATURAL RESOURCES,THOMASWY [MRS],2022-01-27T00:00:00
130,0,6,TIP,0.44,0.44,,,,,,0,,,Growth Board,SERVICES,TIP ,2022-01-27T00:00:00
131,0,153,TOTAL,221.9,221.9,,,,,,86,325959,74180973.3,Main Board,OIL AND GAS,TOTAL ,2022-01-27T00:00:00
132,0,154,TOURIST,2.84,2.84,,,,,,0,,,Main Board,SERVICES,TOURIST [DIP],2022-01-27T00:00:00
133,0,1,TRANSCOHOT,5.38,5.38,,,,,,7,1919,10944.6,Main Board,SERVICES,TRANSCOHOT [BLS],2022-01-27T00:00:00
134,2.8301886792452833,139,TRANSCORP,1.06,1.06,1.09,1.07,1.09,0.03,2.83,73,7864762,8465625.75,Main Board,CONGLOMERATES,TRANSCORP ,2022-01-27T00:00:00
135,0,155,TRANSEXPR,0.81,0.81,,,,,,0,,,Main Board,SERVICES,TRANSEXPR ,2022-01-27T00:00:00
136,0,151,TRIPPLEG,0.96,0.96,,,,,,1,5000,4500,Main Board,INDUSTRIAL GOODS,TRIPPLEG ,2022-01-27T00:00:00
137,0,140,UACN,9,9,9,9,9,0,,42,580868,5223476.2,Main Board,CONGLOMERATES,UACN ,2022-01-27T00:00:00
138,0,147,UBA,8.25,8.25,8.35,8.25,8.25,0,1.21,103,2871955,23745474.55,Premium Board,FINANCIAL SERVICES,UBA ,2022-01-27T00:00:00
139,0,145,UBN,5.95,5.95,5.95,5.95,5.95,0,,33,2272752,13522005.1,Main Board,FINANCIAL SERVICES,UBN [BLS],2022-01-27T00:00:00
140,-0.4545454545454546,150,UCAP,11,11,11,10.95,10.95,-0.05,-0.45,43,1200749,13180732.7,Main Board,FINANCIAL SERVICES,UCAP ,2022-01-27T00:00:00
141,0,142,UHOMREIT,36.6,36.6,,,,,,0,,,Real Estate Investment Trust & Close End Fund,CONSTRUCTION/REAL ESTATE,UHOMREIT ,2022-01-27T00:00:00
142,0,146,UNHOMES,3.02,3.02,,,,,,0,,,Main Board,FINANCIAL SERVICES,UNHOMES [MRS],2022-01-27T00:00:00
143,7.2796934865900385,143,UNILEVER,13.05,13.05,14.35,14,14,0.95,7.28,70,2181841,30757179.95,Main Board,CONSUMER GOODS,UNILEVER ,2022-01-27T00:00:00
