$id,CalculateChangePercent,Id,Symbol,PrevClosingPrice,OpeningPrice,HighPrice,LowPrice,ClosePrice,Change,PercChange,Trades,Volume,Value,Market,Sector,Company2,TradeDate
114,0,24,RONCHESS,81,81,,,,,,0,,,Growth Board,CONSTRUCTION/REAL ESTATE,RONCHESS ,2022-01-28T00:00:00
115,0,105,ROYALEX,0.83,0.83,,,,,,3,11804,9797.32,Main Board,FINANCIAL SERVICES,ROYALEX ,2022-01-28T00:00:00
116,0,65,RTBRISCOE,0.2,0.2,,,,,,0,,,Main Board,SERVICES,RTBRISCOE ,2022-01-28T00:00:00
117,0,95,SCOA,1.04,1.04,,,,,,0,,,Main Board,CONGLOMERATES,SCOA ,2022-01-28T00:00:00
118,-0.1272264631043257,8,SEPLAT,786,786,785,785,785,-1,-0.13,16,600263,471719620,Premium Board,OIL AND GAS,SEPLAT ,2022-01-28T00:00:00
119,0,96,SFSREIT,67.9,67.9,,,,,,0,,,Real Estate Investment Trust & Close End Fund,CONSTRUCTION/REAL ESTATE,SFSREIT ,2022-01-28T00:00:00
120,0,16,SKYAVN,5.8,5.8,,,,,,0,,,Main Board,SERVICES,SKYAVN ,2022-01-28T00:00:00
121,0,97,SMURFIT,0.2,0.2,,,,,,0,,,ASeM,CONSTRUCTION/REAL ESTATE,SMURFIT [MRF],2022-01-28T00:00:00
122,0,98,SOVRENINS,0.23,0.23,,,,,,0,,,Main Board,FINANCIAL SERVICES,SOVRENINS ,2022-01-28T00:00:00
123,0,101,STACO,0.48,0.48,,,,,,0,,,Main Board,FINANCIAL SERVICES,STACO [MRF],2022-01-28T00:00:00
124,0,99,STANBIC,35.75,35.75,,,,,,8,2165,76548.45,Main Board,FINANCIAL SERVICES,STANBIC ,2022-01-28T00:00:00
125,0,100,STDINSURE,0.2,0.2,,,,,,0,,,Main Board,FINANCIAL SERVICES,STDINSURE [MRF],2022-01-28T00:00:00
126,6.918238993710692,102,STERLNBANK,1.59,1.59,1.72,1.65,1.7,0.11,6.92,23,4833645,8156605.62,Main Board,FINANCIAL SERVICES,STERLNBANK ,2022-01-28T00:00:00
127,0,133,SUNUASSUR,0.3,0.3,,,,,,1,1410,394.8,Main Board,FINANCIAL SERVICES,SUNUASSUR ,2022-01-28T00:00:00
128,0,156,TANTALIZER,0.2,0.2,,,,,,0,,,Main Board,SERVICES,TANTALIZER ,2022-01-28T00:00:00
129,0,152,THOMASWY,0.35,0.35,,,,,,0,,,Main Board,NATURAL RESOURCES,THOMASWY [MRS],2022-01-28T00:00:00
130,0,6,TIP,0.44,0.44,,,,,,1,4,1.92,Growth Board,SERVICES,TIP ,2022-01-28T00:00:00
131,0,153,TOTAL,221.9,221.9,,,,,,32,86512,20589789.5,Main Board,OIL AND GAS,TOTAL ,2022-01-28T00:00:00
132,0,154,TOURIST,2.84,2.84,,,,,,0,,,Main Board,SERVICES,TOURIST [DIP],2022-01-28T00:00:00
133,0,30,TRANSCOHOT,5.38,5.38,,,,,,4,1579,9066.18,Main Board,SERVICES,TRANSCOHOT [BLS],2022-01-28T00:00:00
134,-0.9090909090909092,139,TRANSCORP,1.1,1.1,1.1,1.08,1.09,-0.01,-0.91,68,10456929,11366412.54,Main Board,CONGLOMERATES,TRANSCORP ,2022-01-28T00:00:00
135,0,155,TRANSEXPR,0.81,0.81,,,,,,0,,,Main Board,SERVICES,TRANSEXPR ,2022-01-28T00:00:00
136,0,151,TRIPPLEG,0.96,0.96,,,,,,0,,,Main Board,INDUSTRIAL GOODS,TRIPPLEG ,2022-01-28T00:00:00
137,1.1235955056179776,140,UACN,8.9,8.9,9,9,9,0.1,1.12,19,964271,8676799.4,Main Board,CONGLOMERATES,UACN ,2022-01-28T00:00:00
138,0.6024096385542169,147,UBA,8.3,8.3,8.35,8.3,8.35,0.05,0.6,53,2604117,21684889.6,Premium Board,FINANCIAL SERVICES,UBA ,2022-01-28T00:00:00
139,2.5210084033613445,145,UBN,5.95,5.95,6.1,6.05,6.1,0.15,2.52,18,1112672,6774541.2,Main Board,FINANCIAL SERVICES,UBN [BLS],2022-01-28T00:00:00
140,-0.4608294930875576,150,UCAP,10.85,10.85,10.85,10.8,10.8,-0.05,-0.46,36,522272,5656079.9,Main Board,FINANCIAL SERVICES,UCAP ,2022-01-28T00:00:00
141,0,142,UHOMREIT,36.6,36.6,,,,,,0,,,Real Estate Investment Trust & Close End Fund,CONSTRUCTION/REAL ESTATE,UHOMREIT ,2022-01-28T00:00:00
142,0,146,UNHOMES,3.02,3.02,,,,,,0,,,Main Board,FINANCIAL SERVICES,UNHOMES [MRS],2022-01-28T00:00:00
143,0,143,UNILEVER,14,14,,,,,,18,25508,356959.5,Main Board,CONSUMER GOODS,UNILEVER ,2022-01-28T00:00:00
144,0,144,UNIONDICON,9.9,9.9,,,,,,0,,,Main Board,CONSUMER GOODS,UNIONDICON [BRS],2022-01-28T00:00:00
145,0,148,UNITYBNK,0.49,0.49,0.49,0.49,0.49,0,,7,1071371,527199.21,Main Board,FINANCIAL SERVICES,UNITYBNK ,2022-01-28T00:00:00
146,0,22,UNIVINSURE,0.2,0.2,,,,,,0,,,Main Board,FINANCIAL SERVICES,UNIVINSURE ,2022-01-28T00:00:00
147,2.7027027027027026,141,UPDC,1.11,1.11,1.14,1.14,1.14,0.03,2.7,5,219966,250940.9,Main Board,CONSTRUCTION/REAL ESTATE,UPDC [BLS],2022-01-28T00:00:00
148,0,17,UPDCREIT,3.85,3.85,3.85,3.85,3.85,0,,9,394620,1528972,Real Estate Investment Trust & Close End Fund,CONSTRUCTION/REAL ESTATE,UPDCREIT ,2022-01-28T00:00:00
149,0,23,UPL,2.94,2.94,,,,,,4,57226,151648.9,Main Board,SERVICES,UPL ,2022-01-28T00:00:00
150,0,51,VANLEER,5.45,5.45,,,,,,0,,,Main Board,INDUSTRIAL GOODS,VANLEER ,2022-01-28T00:00:00
151,0,149,VERITASKAP,0.21,0.21,,,,,,3,113000,25937.8,Main Board,FINANCIAL SERVICES,VERITASKAP ,2022-01-28T00:00:00
152,7.207207207207207,18,VITAFOAM,22.2,22.2,23.8,22.85,23.8,1.6,7.21,63,1197753,27670326.4,Main Board,CONSUMER GOODS,VITAFOAM ,2022-01-28T00:00:00
153,0,90,WAPCO,25.6,25.6,,,,,,21,90728,2313914.6,Premium Board,INDUSTRIAL GOODS,WAPCO ,2022-01-28T00:00:00
154,0,19,WAPIC,0.5,0.5,,,,,,6,10674,5252.94,Main Board,FINANCIAL SERVICES,WAPIC ,2022-01-28T00:00:00
155,-1.1764705882352942,20,WEMABANK,0.85,0.85,0.84,0.84,0.84,-0.01,-1.18,17,670609,560441.02,Main Board,FINANCIAL SERVICES,WEMABANK ,2022-01-28T00:00:00
156,0.3921568627450981,21,ZENITHBANK,25.5,25.5,25.6,25.5,25.6,0.1,0.39,97,2016030,51514268.5,Premium Board,FINANCIAL SERVICES,ZENITHBANK ,2022-01-28T00:00:00
